CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
GL000249.1	38502	25	BC10-P1
GL000196.1	38914	14	BC10-P1
GL000248.1	39786	18	BC10-P1
GL000244.1	39929	14	BC10-P1
GL000238.1	39939	5	BC10-P1
GL000202.1	40103	18	BC10-P1
GL000234.1	40531	2	BC10-P1
GL000232.1	40652	4	BC10-P1
GL000206.1	41001	52	BC10-P1
GL000240.1	41933	16	BC10-P1
GL000236.1	41934	6590	BC10-P1
GL000241.1	42152	2	BC10-P1
GL000243.1	43341	92	BC10-P1
GL000242.1	43523	32	BC10-P1
GL000230.1	43691	0	BC10-P1
GL000237.1	45867	20	BC10-P1
GL000233.1	45941	0	BC10-P1
GL000204.1	81310	252	BC10-P1
GL000198.1	90085	0	BC10-P1
GL000208.1	92689	35	BC10-P1
GL000191.1	106433	423	BC10-P1
GL000227.1	128374	3321	BC10-P1
GL000228.1	129120	211	BC10-P1
GL000214.1	137718	66	BC10-P1
GL000221.1	155397	128	BC10-P1
GL000209.1	159169	25	BC10-P1
GL000218.1	161147	47	BC10-P1
GL000220.1	161802	38	BC10-P1
GL000213.1	164239	21	BC10-P1
GL000211.1	166566	4	BC10-P1
GL000199.1	169874	41	BC10-P1
GL000217.1	172149	59	BC10-P1
GL000216.1	172294	140	BC10-P1
GL000215.1	172545	41	BC10-P1
GL000205.1	174588	8	BC10-P1
GL000219.1	179198	15	BC10-P1
GL000224.1	179693	38	BC10-P1
GL000223.1	180455	83	BC10-P1
GL000195.1	182896	0	BC10-P1
GL000212.1	186858	11821	BC10-P1
GL000222.1	186861	172	BC10-P1
GL000200.1	187035	63	BC10-P1
GL000193.1	189789	5	BC10-P1
GL000194.1	191469	88	BC10-P1
GL000225.1	211173	19	BC10-P1
GL000192.1	547496	137	BC10-P1
1	249250621	1625133	BC09-P1
2	243199373	1166171	BC09-P1
3	198022430	1035853	BC09-P1
4	191154276	592706	BC09-P1
5	180915260	853085	BC09-P1
6	171115067	1013624	BC09-P1
7	159138663	1051826	BC09-P1
8	146364022	512441	BC09-P1
9	141213431	799308	BC09-P1
10	135534747	566803	BC09-P1
11	135006516	732022	BC09-P1
12	133851895	1084747	BC09-P1
13	115169878	404038	BC09-P1
14	107349540	267738	BC09-P1
15	102531392	540568	BC09-P1
16	90354753	1024117	BC09-P1
17	81195210	1039783	BC09-P1
18	78077248	150358	BC09-P1
19	59128983	1545390	BC09-P1
20	63025520	440496	BC09-P1
21	48129895	327896	BC09-P1
22	51304566	346550	BC09-P1
X	155270560	865999	BC09-P1
Y	59373566	337	BC09-P1
MT	16569	36	BC09-P1
GL000207.1	4262	0	BC09-P1
GL000226.1	15008	5	BC09-P1
GL000229.1	19913	0	BC09-P1
GL000231.1	27386	0	BC09-P1
GL000210.1	27682	2	BC09-P1
GL000239.1	33824	2	BC09-P1
GL000235.1	34474	0	BC09-P1
GL000201.1	36148	4	BC09-P1
GL000247.1	36422	9	BC09-P1
GL000245.1	36651	14	BC09-P1
GL000197.1	37175	21	BC09-P1
GL000203.1	37498	2	BC09-P1
GL000246.1	38154	2	BC09-P1
GL000249.1	38502	0	BC09-P1
GL000196.1	38914	5	BC09-P1
GL000248.1	39786	4	BC09-P1
GL000244.1	39929	0	BC09-P1
GL000238.1	39939	4	BC09-P1
GL000202.1	40103	2	BC09-P1
GL000234.1	40531	0	BC09-P1
GL000232.1	40652	0	BC09-P1
GL000206.1	41001	4	BC09-P1
GL000240.1	41933	2	BC09-P1
GL000236.1	41934	3339	BC09-P1
GL000241.1	42152	3	BC09-P1
GL000243.1	43341	36	BC09-P1
GL000242.1	43523	8	BC09-P1
GL000230.1	43691	0	BC09-P1
GL000237.1	45867	6	BC09-P1
GL000233.1	45941	0	BC09-P1
GL000204.1	81310	24	BC09-P1
GL000198.1	90085	0	BC09-P1
GL000208.1	92689	19	BC09-P1
GL000191.1	106433	135	BC09-P1
GL000227.1	128374	1514	BC09-P1
GL000228.1	129120	117	BC09-P1
GL000214.1	137718	19	BC09-P1
GL000221.1	155397	60	BC09-P1
GL000209.1	159169	4	BC09-P1
GL000218.1	161147	22	BC09-P1
GL000220.1	161802	9	BC09-P1
GL000213.1	164239	4	BC09-P1
GL000211.1	166566	2	BC09-P1
GL000199.1	169874	14	BC09-P1
GL000217.1	172149	30	BC09-P1
GL000216.1	172294	32	BC09-P1
GL000215.1	172545	12	BC09-P1
GL000205.1	174588	0	BC09-P1
GL000219.1	179198	5	BC09-P1
GL000224.1	179693	13	BC09-P1
GL000223.1	180455	30	BC09-P1
GL000195.1	182896	0	BC09-P1
GL000212.1	186858	5436	BC09-P1
GL000222.1	186861	61	BC09-P1
GL000200.1	187035	14	BC09-P1
GL000193.1	189789	9	BC09-P1
GL000194.1	191469	28	BC09-P1
GL000225.1	211173	15	BC09-P1
GL000192.1	547496	45	BC09-P1
1	249250621	1984204	BC04-T
2	243199373	1324921	BC04-T
3	198022430	1298155	BC04-T
4	191154276	634576	BC04-T
5	180915260	783269	BC04-T
6	171115067	1378960	BC04-T
7	159138663	1098508	BC04-T
8	146364022	353141	BC04-T
9	141213431	688664	BC04-T
10	135534747	614002	BC04-T
11	135006516	816379	BC04-T
12	133851895	1292232	BC04-T
13	115169878	746942	BC04-T
14	107349540	334640	BC04-T
15	102531392	579368	BC04-T
16	90354753	1267202	BC04-T
17	81195210	1190130	BC04-T
18	78077248	260988	BC04-T
19	59128983	1023414	BC04-T
20	63025520	519339	BC04-T
21	48129895	279355	BC04-T
22	51304566	253918	BC04-T
X	155270560	1262151	BC04-T
Y	59373566	6530	BC04-T
MT	16569	52	BC04-T
GL000207.1	4262	0	BC04-T
GL000226.1	15008	5	BC04-T
GL000229.1	19913	2	BC04-T
GL000231.1	27386	4	BC04-T
GL000210.1	27682	2	BC04-T
GL000239.1	33824	9	BC04-T
GL000235.1	34474	7	BC04-T
GL000201.1	36148	2	BC04-T
GL000247.1	36422	10	BC04-T
GL000245.1	36651	8	BC04-T
GL000197.1	37175	4	BC04-T
GL000203.1	37498	0	BC04-T
GL000246.1	38154	4	BC04-T
GL000249.1	38502	8	BC04-T
GL000196.1	38914	2	BC04-T
GL000248.1	39786	3	BC04-T
GL000244.1	39929	11	BC04-T
GL000238.1	39939	0	BC04-T
GL000202.1	40103	4	BC04-T
GL000234.1	40531	0	BC04-T
GL000232.1	40652	0	BC04-T
GL000206.1	41001	6	BC04-T
GL000240.1	41933	10	BC04-T
GL000236.1	41934	744	BC04-T
GL000241.1	42152	2	BC04-T
GL000243.1	43341	12	BC04-T
GL000242.1	43523	2	BC04-T
GL000230.1	43691	0	BC04-T
GL000237.1	45867	4	BC04-T
GL000233.1	45941	0	BC04-T
GL000204.1	81310	8	BC04-T
GL000198.1	90085	6	BC04-T
GL000208.1	92689	33	BC04-T
GL000191.1	106433	120	BC04-T
GL000227.1	128374	480	BC04-T
GL000228.1	129120	106	BC04-T
GL000214.1	137718	19	BC04-T
GL000221.1	155397	88	BC04-T
GL000209.1	159169	14	BC04-T
GL000218.1	161147	24	BC04-T
GL000220.1	161802	21	BC04-T
GL000213.1	164239	10	BC04-T
GL000211.1	166566	9	BC04-T
GL000199.1	169874	63	BC04-T
GL000217.1	172149	67	BC04-T
GL000216.1	172294	165	BC04-T
GL000215.1	172545	6	BC04-T
GL000205.1	174588	1	BC04-T
GL000219.1	179198	9	BC04-T
GL000224.1	179693	5	BC04-T
GL000223.1	180455	14	BC04-T
GL000195.1	182896	1	BC04-T
GL000212.1	186858	4916	BC04-T
GL000222.1	186861	38	BC04-T
GL000200.1	187035	12	BC04-T
GL000193.1	189789	14	BC04-T
GL000194.1	191469	24	BC04-T
GL000225.1	211173	57	BC04-T
GL000192.1	547496	69	BC04-T
1	249250621	3169848	BC20-P1
2	243199373	2251469	BC20-P1
3	198022430	1917578	BC20-P1
4	191154276	1118864	BC20-P1
5	180915260	1636774	BC20-P1
6	171115067	1960693	BC20-P1
7	159138663	1996815	BC20-P1
8	146364022	997479	BC20-P1
9	141213431	1543392	BC20-P1
10	135534747	1075798	BC20-P1
11	135006516	1425875	BC20-P1
12	133851895	2080466	BC20-P1
13	115169878	785171	BC20-P1
14	107349540	535142	BC20-P1
15	102531392	1028317	BC20-P1
16	90354753	1920896	BC20-P1
17	81195210	2038310	BC20-P1
18	78077248	312295	BC20-P1
19	59128983	2957614	BC20-P1
20	63025520	846678	BC20-P1
21	48129895	581654	BC20-P1
22	51304566	675946	BC20-P1
X	155270560	1597858	BC20-P1
Y	59373566	637	BC20-P1
MT	16569	223	BC20-P1
GL000207.1	4262	0	BC20-P1
GL000226.1	15008	4	BC20-P1
GL000229.1	19913	2	BC20-P1
GL000231.1	27386	3	BC20-P1
GL000210.1	27682	20	BC20-P1
GL000239.1	33824	14	BC20-P1
GL000235.1	34474	0	BC20-P1
GL000201.1	36148	42	BC20-P1
GL000247.1	36422	20	BC20-P1
GL000245.1	36651	33	BC20-P1
GL000197.1	37175	49	BC20-P1
GL000203.1	37498	0	BC20-P1
GL000246.1	38154	12	BC20-P1
GL000249.1	38502	12	BC20-P1
GL000196.1	38914	13	BC20-P1
GL000248.1	39786	14	BC20-P1
GL000244.1	39929	19	BC20-P1
GL000238.1	39939	16	BC20-P1
GL000202.1	40103	10	BC20-P1
GL000234.1	40531	0	BC20-P1
GL000232.1	40652	0	BC20-P1
GL000206.1	41001	15	BC20-P1
GL000240.1	41933	4	BC20-P1
GL000236.1	41934	3604	BC20-P1
GL000241.1	42152	3	BC20-P1
GL000243.1	43341	74	BC20-P1
GL000242.1	43523	32	BC20-P1
GL000230.1	43691	0	BC20-P1
GL000237.1	45867	12	BC20-P1
GL000233.1	45941	0	BC20-P1
GL000204.1	81310	104	BC20-P1
GL000198.1	90085	6	BC20-P1
GL000208.1	92689	22	BC20-P1
GL000191.1	106433	326	BC20-P1
GL000227.1	128374	3152	BC20-P1
GL000228.1	129120	219	BC20-P1
GL000214.1	137718	60	BC20-P1
GL000221.1	155397	123	BC20-P1
GL000209.1	159169	12	BC20-P1
GL000218.1	161147	26	BC20-P1
GL000220.1	161802	30	BC20-P1
GL000213.1	164239	25	BC20-P1
GL000211.1	166566	14	BC20-P1
GL000199.1	169874	26	BC20-P1
GL000217.1	172149	77	BC20-P1
GL000216.1	172294	116	BC20-P1
GL000215.1	172545	31	BC20-P1
GL000205.1	174588	0	BC20-P1
GL000219.1	179198	2	BC20-P1
GL000224.1	179693	19	BC20-P1
GL000223.1	180455	71	BC20-P1
GL000195.1	182896	0	BC20-P1
GL000212.1	186858	8772	BC20-P1
GL000222.1	186861	118	BC20-P1
GL000200.1	187035	37	BC20-P1
GL000193.1	189789	9	BC20-P1
GL000194.1	191469	39	BC20-P1
GL000225.1	211173	21	BC20-P1
GL000192.1	547496	92	BC20-P1
1	249250621	3689553	BC06-T
2	243199373	2108331	BC06-T
3	198022430	1998653	BC06-T
4	191154276	657923	BC06-T
5	180915260	1444978	BC06-T
6	171115067	2140353	BC06-T
7	159138663	1412593	BC06-T
8	146364022	508216	BC06-T
9	141213431	1144053	BC06-T
10	135534747	1011333	BC06-T
11	135006516	1322319	BC06-T
12	133851895	2439958	BC06-T
13	115169878	747826	BC06-T
14	107349540	465447	BC06-T
15	102531392	995515	BC06-T
16	90354753	2419454	BC06-T
17	81195210	3866406	BC06-T
18	78077248	299984	BC06-T
19	59128983	2652423	BC06-T
20	63025520	847476	BC06-T
21	48129895	476110	BC06-T
22	51304566	553629	BC06-T
X	155270560	2060254	BC06-T
Y	59373566	9462	BC06-T
MT	16569	99	BC06-T
GL000207.1	4262	0	BC06-T
GL000226.1	15008	9	BC06-T
GL000229.1	19913	2	BC06-T
GL000231.1	27386	3	BC06-T
GL000210.1	27682	5	BC06-T
GL000239.1	33824	9	BC06-T
GL000235.1	34474	4	BC06-T
GL000201.1	36148	6	BC06-T
GL000247.1	36422	16	BC06-T
GL000245.1	36651	26	BC06-T
GL000197.1	37175	2	BC06-T
GL000203.1	37498	2	BC06-T
GL000246.1	38154	3	BC06-T
GL000249.1	38502	7	BC06-T
GL000196.1	38914	6	BC06-T
GL000248.1	39786	3	BC06-T
GL000244.1	39929	17	BC06-T
GL000238.1	39939	6	BC06-T
GL000202.1	40103	4	BC06-T
GL000234.1	40531	2	BC06-T
GL000232.1	40652	6	BC06-T
GL000206.1	41001	10	BC06-T
GL000240.1	41933	12	BC06-T
GL000236.1	41934	1379	BC06-T
GL000241.1	42152	2	BC06-T
GL000243.1	43341	25	BC06-T
GL000242.1	43523	9	BC06-T
GL000230.1	43691	0	BC06-T
GL000237.1	45867	9	BC06-T
GL000233.1	45941	0	BC06-T
GL000204.1	81310	22	BC06-T
GL000198.1	90085	8	BC06-T
GL000208.1	92689	68	BC06-T
GL000191.1	106433	271	BC06-T
GL000227.1	128374	1133	BC06-T
GL000228.1	129120	131	BC06-T
GL000214.1	137718	34	BC06-T
GL000221.1	155397	97	BC06-T
GL000209.1	159169	3	BC06-T
GL000218.1	161147	15	BC06-T
GL000220.1	161802	38	BC06-T
GL000213.1	164239	17	BC06-T
GL000211.1	166566	14	BC06-T
GL000199.1	169874	74	BC06-T
GL000217.1	172149	57	BC06-T
GL000216.1	172294	228	BC06-T
GL000215.1	172545	14	BC06-T
GL000205.1	174588	3	BC06-T
GL000219.1	179198	19	BC06-T
GL000224.1	179693	20	BC06-T
GL000223.1	180455	31	BC06-T
GL000195.1	182896	0	BC06-T
GL000212.1	186858	4398	BC06-T
GL000222.1	186861	61	BC06-T
GL000200.1	187035	16	BC06-T
GL000193.1	189789	19	BC06-T
GL000194.1	191469	31	BC06-T
GL000225.1	211173	49	BC06-T
GL000192.1	547496	66	BC06-T
1	249250621	3328900	BC16-T
2	243199373	1816416	BC16-T
3	198022430	1817128	BC16-T
4	191154276	862914	BC16-T
5	180915260	1387201	BC16-T
6	171115067	2352152	BC16-T
7	159138663	1438999	BC16-T
8	146364022	876030	BC16-T
9	141213431	1294800	BC16-T
10	135534747	1230039	BC16-T
11	135006516	1127249	BC16-T
12	133851895	1838082	BC16-T
13	115169878	657585	BC16-T
14	107349540	527228	BC16-T
15	102531392	750358	BC16-T
16	90354753	2551929	BC16-T
17	81195210	2332153	BC16-T
18	78077248	318942	BC16-T
19	59128983	3012030	BC16-T
20	63025520	759484	BC16-T
21	48129895	348341	BC16-T
22	51304566	511009	BC16-T
X	155270560	1112573	BC16-T
Y	59373566	37230	BC16-T
MT	16569	391	BC16-T
GL000207.1	4262	0	BC16-T
GL000226.1	15008	40	BC16-T
GL000229.1	19913	23	BC16-T
GL000231.1	27386	12	BC16-T
GL000210.1	27682	6	BC16-T
GL000239.1	33824	26	BC16-T
GL000235.1	34474	16	BC16-T
GL000201.1	36148	8	BC16-T
GL000247.1	36422	75	BC16-T
GL000245.1	36651	76	BC16-T
GL000197.1	37175	25	BC16-T
GL000203.1	37498	5	BC16-T
GL000246.1	38154	14	BC16-T
GL000249.1	38502	21	BC16-T
GL000196.1	38914	63	BC16-T
GL000248.1	39786	10	BC16-T
GL000244.1	39929	64	BC16-T
GL000238.1	39939	6	BC16-T
GL000202.1	40103	18	BC16-T
GL000234.1	40531	6	BC16-T
GL000232.1	40652	0	BC16-T
GL000206.1	41001	61	BC16-T
GL000240.1	41933	32	BC16-T
GL000236.1	41934	880	BC16-T
GL000241.1	42152	12	BC16-T
GL000243.1	43341	215	BC16-T
GL000242.1	43523	33	BC16-T
GL000230.1	43691	0	BC16-T
GL000237.1	45867	35	BC16-T
GL000233.1	45941	6	BC16-T
GL000204.1	81310	36	BC16-T
GL000198.1	90085	10	BC16-T
GL000208.1	92689	150	BC16-T
GL000191.1	106433	266	BC16-T
GL000227.1	128374	1156	BC16-T
GL000228.1	129120	2212	BC16-T
GL000214.1	137718	165	BC16-T
GL000221.1	155397	356	BC16-T
GL000209.1	159169	33	BC16-T
GL000218.1	161147	111	BC16-T
GL000220.1	161802	868	BC16-T
GL000213.1	164239	57	BC16-T
GL000211.1	166566	38	BC16-T
GL000199.1	169874	235	BC16-T
GL000217.1	172149	256	BC16-T
GL000216.1	172294	1068	BC16-T
GL000215.1	172545	60	BC16-T
GL000205.1	174588	10	BC16-T
GL000219.1	179198	53	BC16-T
GL000224.1	179693	197	BC16-T
GL000223.1	180455	130	BC16-T
GL000195.1	182896	3	BC16-T
GL000212.1	186858	2587	BC16-T
GL000222.1	186861	736	BC16-T
GL000200.1	187035	94	BC16-T
GL000193.1	189789	42	BC16-T
GL000194.1	191469	216	BC16-T
GL000225.1	211173	348	BC16-T
GL000192.1	547496	279	BC16-T
1	249250621	3586479	BC14-P1
2	243199373	2624403	BC14-P1
3	198022430	2235985	BC14-P1
4	191154276	1337337	BC14-P1
5	180915260	1919514	BC14-P1
6	171115067	2310766	BC14-P1
7	159138663	2352615	BC14-P1
8	146364022	1228754	BC14-P1
9	141213431	1827967	BC14-P1
10	135534747	1273785	BC14-P1
11	135006516	1668256	BC14-P1
12	133851895	2460072	BC14-P1
13	115169878	921313	BC14-P1
14	107349540	612102	BC14-P1
15	102531392	1139278	BC14-P1
16	90354753	2297166	BC14-P1
17	81195210	2401722	BC14-P1
18	78077248	363440	BC14-P1
19	59128983	3570850	BC14-P1
20	63025520	1032283	BC14-P1
21	48129895	681049	BC14-P1
22	51304566	786755	BC14-P1
X	155270560	1930568	BC14-P1
Y	59373566	1091	BC14-P1
MT	16569	188	BC14-P1
GL000207.1	4262	0	BC14-P1
GL000226.1	15008	2	BC14-P1
GL000229.1	19913	3	BC14-P1
GL000231.1	27386	0	BC14-P1
GL000210.1	27682	14	BC14-P1
GL000239.1	33824	10	BC14-P1
GL000235.1	34474	4	BC14-P1
GL000201.1	36148	40	BC14-P1
GL000247.1	36422	36	BC14-P1
GL000245.1	36651	40	BC14-P1
GL000197.1	37175	30	BC14-P1
GL000203.1	37498	4	BC14-P1
GL000246.1	38154	2	BC14-P1
GL000249.1	38502	12	BC14-P1
GL000196.1	38914	6	BC14-P1
GL000248.1	39786	6	BC14-P1
GL000244.1	39929	12	BC14-P1
GL000238.1	39939	2	BC14-P1
GL000202.1	40103	16	BC14-P1
GL000234.1	40531	0	BC14-P1
GL000232.1	40652	0	BC14-P1
GL000206.1	41001	16	BC14-P1
GL000240.1	41933	9	BC14-P1
GL000236.1	41934	6488	BC14-P1
GL000241.1	42152	3	BC14-P1
GL000243.1	43341	67	BC14-P1
GL000242.1	43523	24	BC14-P1
GL000230.1	43691	0	BC14-P1
GL000237.1	45867	2	BC14-P1
GL000233.1	45941	0	BC14-P1
GL000204.1	81310	158	BC14-P1
GL000198.1	90085	2	BC14-P1
GL000208.1	92689	43	BC14-P1
GL000191.1	106433	377	BC14-P1
GL000227.1	128374	3490	BC14-P1
GL000228.1	129120	263	BC14-P1
GL000214.1	137718	62	BC14-P1
GL000221.1	155397	173	BC14-P1
GL000209.1	159169	14	BC14-P1
GL000218.1	161147	49	BC14-P1
GL000220.1	161802	45	BC14-P1
GL000213.1	164239	21	BC14-P1
GL000211.1	166566	14	BC14-P1
GL000199.1	169874	34	BC14-P1
GL000217.1	172149	96	BC14-P1
GL000216.1	172294	151	BC14-P1
GL000215.1	172545	33	BC14-P1
GL000205.1	174588	4	BC14-P1
GL000219.1	179198	18	BC14-P1
GL000224.1	179693	34	BC14-P1
GL000223.1	180455	84	BC14-P1
GL000195.1	182896	0	BC14-P1
GL000212.1	186858	11218	BC14-P1
GL000222.1	186861	157	BC14-P1
GL000200.1	187035	38	BC14-P1
GL000193.1	189789	21	BC14-P1
GL000194.1	191469	88	BC14-P1
GL000225.1	211173	37	BC14-P1
GL000192.1	547496	134	BC14-P1
1	249250621	282193	BC14-T2
2	243199373	222125	BC14-T2
3	198022430	191643	BC14-T2
4	191154276	115479	BC14-T2
5	180915260	152108	BC14-T2
6	171115067	216540	BC14-T2
7	159138663	211121	BC14-T2
8	146364022	113892	BC14-T2
9	141213431	136821	BC14-T2
10	135534747	108523	BC14-T2
11	135006516	127887	BC14-T2
12	133851895	214092	BC14-T2
13	115169878	80093	BC14-T2
14	107349540	51135	BC14-T2
15	102531392	93963	BC14-T2
16	90354753	150927	BC14-T2
17	81195210	204823	BC14-T2
18	78077248	36109	BC14-T2
19	59128983	229961	BC14-T2
20	63025520	79210	BC14-T2
21	48129895	50077	BC14-T2
22	51304566	63259	BC14-T2
X	155270560	146957	BC14-T2
Y	59373566	174	BC14-T2
MT	16569	1053	BC14-T2
GL000207.1	4262	0	BC14-T2
GL000226.1	15008	4	BC14-T2
GL000229.1	19913	2	BC14-T2
GL000231.1	27386	2	BC14-T2
GL000210.1	27682	0	BC14-T2
GL000239.1	33824	4	BC14-T2
GL000235.1	34474	0	BC14-T2
GL000201.1	36148	1	BC14-T2
GL000247.1	36422	0	BC14-T2
GL000245.1	36651	6	BC14-T2
GL000197.1	37175	2	BC14-T2
GL000203.1	37498	0	BC14-T2
GL000246.1	38154	0	BC14-T2
GL000249.1	38502	0	BC14-T2
GL000196.1	38914	2	BC14-T2
GL000248.1	39786	0	BC14-T2
GL000244.1	39929	2	BC14-T2
GL000238.1	39939	0	BC14-T2
GL000202.1	40103	0	BC14-T2
GL000234.1	40531	0	BC14-T2
GL000232.1	40652	0	BC14-T2
GL000206.1	41001	2	BC14-T2
GL000240.1	41933	0	BC14-T2
GL000236.1	41934	491	BC14-T2
GL000241.1	42152	0	BC14-T2
GL000243.1	43341	8	BC14-T2
GL000242.1	43523	0	BC14-T2
GL000230.1	43691	0	BC14-T2
GL000237.1	45867	4	BC14-T2
GL000233.1	45941	2	BC14-T2
GL000204.1	81310	2	BC14-T2
GL000198.1	90085	1	BC14-T2
GL000208.1	92689	9	BC14-T2
GL000191.1	106433	34	BC14-T2
GL000227.1	128374	237	BC14-T2
GL000228.1	129120	34	BC14-T2
GL000214.1	137718	13	BC14-T2
GL000221.1	155397	20	BC14-T2
GL000209.1	159169	0	BC14-T2
GL000218.1	161147	2	BC14-T2
GL000220.1	161802	0	BC14-T2
GL000213.1	164239	10	BC14-T2
GL000211.1	166566	2	BC14-T2
GL000199.1	169874	8	BC14-T2
GL000217.1	172149	14	BC14-T2
GL000216.1	172294	32	BC14-T2
GL000215.1	172545	6	BC14-T2
GL000205.1	174588	0	BC14-T2
GL000219.1	179198	6	BC14-T2
GL000224.1	179693	11	BC14-T2
GL000223.1	180455	8	BC14-T2
GL000195.1	182896	0	BC14-T2
GL000212.1	186858	961	BC14-T2
GL000222.1	186861	14	BC14-T2
GL000200.1	187035	2	BC14-T2
GL000193.1	189789	4	BC14-T2
GL000194.1	191469	4	BC14-T2
GL000225.1	211173	5	BC14-T2
GL000192.1	547496	14	BC14-T2
1	249250621	3670476	BC15-P1
2	243199373	2692579	BC15-P1
3	198022430	2328683	BC15-P1
4	191154276	1363581	BC15-P1
5	180915260	1928146	BC15-P1
6	171115067	2310358	BC15-P1
7	159138663	2422371	BC15-P1
8	146364022	1186235	BC15-P1
9	141213431	1815197	BC15-P1
10	135534747	1285811	BC15-P1
11	135006516	1675012	BC15-P1
12	133851895	2457649	BC15-P1
13	115169878	938088	BC15-P1
14	107349540	652916	BC15-P1
15	102531392	1204454	BC15-P1
16	90354753	2273477	BC15-P1
17	81195210	2371547	BC15-P1
18	78077248	381434	BC15-P1
19	59128983	3341141	BC15-P1
20	63025520	987050	BC15-P1
21	48129895	722887	BC15-P1
22	51304566	814426	BC15-P1
X	155270560	1943733	BC15-P1
Y	59373566	1167	BC15-P1
MT	16569	104	BC15-P1
GL000207.1	4262	0	BC15-P1
GL000226.1	15008	6	BC15-P1
GL000229.1	19913	6	BC15-P1
GL000231.1	27386	0	BC15-P1
GL000210.1	27682	25	BC15-P1
GL000239.1	33824	20	BC15-P1
GL000235.1	34474	0	BC15-P1
GL000201.1	36148	54	BC15-P1
GL000247.1	36422	25	BC15-P1
GL000245.1	36651	63	BC15-P1
GL000197.1	37175	34	BC15-P1
GL000203.1	37498	4	BC15-P1
GL000246.1	38154	6	BC15-P1
GL000249.1	38502	12	BC15-P1
GL000196.1	38914	8	BC15-P1
GL000248.1	39786	12	BC15-P1
GL000244.1	39929	37	BC15-P1
GL000238.1	39939	8	BC15-P1
GL000202.1	40103	14	BC15-P1
GL000234.1	40531	0	BC15-P1
GL000232.1	40652	0	BC15-P1
GL000206.1	41001	37	BC15-P1
GL000240.1	41933	8	BC15-P1
GL000236.1	41934	8090	BC15-P1
GL000241.1	42152	3	BC15-P1
GL000243.1	43341	94	BC15-P1
GL000242.1	43523	18	BC15-P1
GL000230.1	43691	0	BC15-P1
GL000237.1	45867	21	BC15-P1
GL000233.1	45941	1	BC15-P1
GL000204.1	81310	120	BC15-P1
GL000198.1	90085	6	BC15-P1
GL000208.1	92689	54	BC15-P1
GL000191.1	106433	350	BC15-P1
GL000227.1	128374	3203	BC15-P1
GL000228.1	129120	339	BC15-P1
GL000214.1	137718	59	BC15-P1
GL000221.1	155397	182	BC15-P1
GL000209.1	159169	24	BC15-P1
GL000218.1	161147	40	BC15-P1
GL000220.1	161802	24	BC15-P1
GL000213.1	164239	22	BC15-P1
GL000211.1	166566	13	BC15-P1
GL000199.1	169874	46	BC15-P1
GL000217.1	172149	73	BC15-P1
GL000216.1	172294	216	BC15-P1
GL000215.1	172545	47	BC15-P1
GL000205.1	174588	4	BC15-P1
GL000219.1	179198	12	BC15-P1
GL000224.1	179693	24	BC15-P1
GL000223.1	180455	76	BC15-P1
GL000195.1	182896	1	BC15-P1
GL000212.1	186858	11347	BC15-P1
GL000222.1	186861	169	BC15-P1
GL000200.1	187035	39	BC15-P1
GL000193.1	189789	24	BC15-P1
GL000194.1	191469	67	BC15-P1
GL000225.1	211173	29	BC15-P1
GL000192.1	547496	144	BC15-P1
1	249250621	2212154	BC15-T2
2	243199373	1711244	BC15-T2
3	198022430	1449119	BC15-T2
4	191154276	850312	BC15-T2
5	180915260	1250662	BC15-T2
6	171115067	1589583	BC15-T2
7	159138663	1667314	BC15-T2
8	146364022	777663	BC15-T2
9	141213431	1079902	BC15-T2
10	135534747	838688	BC15-T2
11	135006516	1085740	BC15-T2
12	133851895	1690512	BC15-T2
13	115169878	668175	BC15-T2
14	107349540	404762	BC15-T2
15	102531392	732609	BC15-T2
16	90354753	1280003	BC15-T2
17	81195210	1595417	BC15-T2
18	78077248	250623	BC15-T2
19	59128983	2003017	BC15-T2
20	63025520	612381	BC15-T2
21	48129895	438245	BC15-T2
22	51304566	515350	BC15-T2
X	155270560	1198228	BC15-T2
Y	59373566	921	BC15-T2
MT	16569	5841	BC15-T2
GL000207.1	4262	0	BC15-T2
GL000226.1	15008	5	BC15-T2
GL000229.1	19913	2	BC15-T2
GL000231.1	27386	0	BC15-T2
GL000210.1	27682	2	BC15-T2
GL000239.1	33824	11	BC15-T2
GL000235.1	34474	2	BC15-T2
GL000201.1	36148	3	BC15-T2
GL000247.1	36422	3	BC15-T2
GL000245.1	36651	20	BC15-T2
GL000197.1	37175	6	BC15-T2
GL000203.1	37498	1	BC15-T2
GL000246.1	38154	0	BC15-T2
GL000249.1	38502	0	BC15-T2
GL000196.1	38914	6	BC15-T2
GL000248.1	39786	2	BC15-T2
GL000244.1	39929	7	BC15-T2
GL000238.1	39939	8	BC15-T2
GL000202.1	40103	5	BC15-T2
GL000234.1	40531	0	BC15-T2
GL000232.1	40652	2	BC15-T2
GL000206.1	41001	8	BC15-T2
GL000240.1	41933	8	BC15-T2
GL000236.1	41934	5065	BC15-T2
GL000241.1	42152	0	BC15-T2
GL000243.1	43341	71	BC15-T2
GL000242.1	43523	4	BC15-T2
GL000230.1	43691	0	BC15-T2
GL000237.1	45867	13	BC15-T2
GL000233.1	45941	2	BC15-T2
GL000204.1	81310	14	BC15-T2
GL000198.1	90085	4	BC15-T2
GL000208.1	92689	32	BC15-T2
