Chromosome	Start_Position	End_Position	Log2_Ratio	BAF	qt	q2	tumor_id	normal_id
19	1207162	58288184	0.16586242109420618	0.05458463367475312	4	2	BC09-T2	BC09-N
20	345864	60426113	0.013100896751667026	0.14044188886129957	4	3	BC09-T2	BC09-N
21	17798960	45658392	-0.36651220718182853	1.3108519196127104	2	1	BC09-T2	BC09-N
22	19053406	49370834	0.2518024111375539	9.976991464558512e-4	5	4	BC09-T2	BC09-N
23	3085464	149924738	-0.39040683865611764	0.060652753454724956	2	1	BC09-T2	BC09-N
1	2488153	245977996	0.09053494097924385	0.014366377382898126	2	1	BC10-P1	BC10-N
2	4717089	242800994	0.059195307601943914	0.059022680539879135	2	1	BC10-P1	BC10-N
3	1449872	194238356	-0.0011566501079282032	0.05921954336207875	2	1	BC10-P1	BC10-N
4	1402650	190093234	0.045706084473951636	0.06979579530997787	2	1	BC10-P1	BC10-N
5	218503	180058708	0.03309176312334283	0.04314200560430703	2	1	BC10-P1	BC10-N
6	393323	170798912	0.06304600616052713	0.016941243420479667	2	1	BC10-P1	BC10-N
7	1672540	158450991	0.030666413466445913	0.02894197969611233	2	1	BC10-P1	BC10-N
8	565232	145742799	0.15803271803877283	0.030329934750146052	2	1	BC10-P1	BC10-N
9	422013	139566722	0.08522084078313087	0.03417184004744139	2	1	BC10-P1	BC10-N
10	1510047	134199109	0.07041452973299478	0.06123493704356084	2	1	BC10-P1	BC10-N
11	532669	133495556	-0.032351296497459714	0.042805826816264526	2	1	BC10-P1	BC10-N
12	394648	133263825	0.027161036772339275	0.07444869772794897	2	1	BC10-P1	BC10-N
13	21004738	111119052	0.05578548709583209	0.016336164704188486	2	1	BC10-P1	BC10-N
14	20347580	105906073	0.06453908467558396	0.034355448434257495	2	2	BC10-P1	BC10-N
15	26216391	99861618	-0.03921907176179151	0.011655007905522053	2	NA	BC10-P1	BC10-N
16	115072	89882965	-0.11620303762860712	0.06647958286185231	1	1	BC10-P1	BC10-N
17	114669	80783038	-0.031546914934394196	0.08329703067295695	2	1	BC10-P1	BC10-N
18	724580	74387326	0.00960075935401894	0.04468330074842073	2	2	BC10-P1	BC10-N
19	1207093	58288184	-0.035848182775828075	0.03272294120445923	2	1	BC10-P1	BC10-N
20	1421941	59927968	0.12826176530997901	0.11531035683301248	2	NA	BC10-P1	BC10-N
21	20195202	45658303	0.08271975876595461	0.058907863288699104	2	2	BC10-P1	BC10-N
22	19053422	49370800	0.03615577752243293	0.04016441445805055	2	2	BC10-P1	BC10-N
23	3085464	149924738	-0.03208668725163248	0.07363223514531879	2	NA	BC10-P1	BC10-N
1	2488153	27022930	-0.5469041922125328	1.1011330761026437	1	1	BC10-T2	BC10-N
1	27023260	109490498	0.16643727404364883	0.05163939853482557	2	NA	BC10-T2	BC10-N
1	113234410	120612006	-0.5101212576889362	1.1336884648116312	1	1	BC10-T2	BC10-N
1	147282439	245977996	0.09654956134030579	0.004676020910294138	2	1	BC10-T2	BC10-N
2	4717089	242800994	0.24958995651038396	0.13725702728512493	3	2	BC10-T2	BC10-N
3	1449872	17744210	-0.07950064363054932	2.703770291203321	2	NA	BC10-T2	BC10-N
3	23146682	76716794	-0.5680258554225606	1.2413092882673213	1	1	BC10-T2	BC10-N
3	87348066	194238356	0.06665939443545132	0.9026538157166998	2	1	BC10-T2	BC10-N
4	1402650	48356333	-0.25523443389660466	0.41494414545134145	2	NA	BC10-T2	BC10-N
4	54244027	130125269	0.08971766508328136	0.17457569964980998	2	NA	BC10-T2	BC10-N
4	134134331	190093234	-0.44505830136268	1.6244090350800016	1	1	BC10-T2	BC10-N
5	218503	21824695	0.12508833608623582	0.5052734930963289	2	NA	BC10-T2	BC10-N
5	28498983	170837586	-0.4711417735720006	1.150011183285864	1	1	BC10-T2	BC10-N
5	172573786	180058708	-0.15769697796856952	2.793480303900983	2	NA	BC10-T2	BC10-N
6	393323	106555120	0.11207110231002212	0.23833558278280992	2	1	BC10-T2	BC10-N
6	116470588	148266753	0.8128939820774416	0.0750472891240702	5	NA	BC10-T2	BC10-N
6	149982883	170798912	0.29155772310834693	0.30456001813764894	3	NA	BC10-T2	BC10-N
7	1672540	140434502	0.2257268684994695	0.24619394128723848	3	2	BC10-T2	BC10-N
7	140439664	151921606	0.5871408760811954	4.925765722504116	4	4	BC10-T2	BC10-N
7	151927021	158450991	0.5264451955876619	0.14053301073453706	3	NA	BC10-T2	BC10-N
8	565232	36092421	-0.5281727172673303	1.584473557369408	1	1	BC10-T2	BC10-N
8	38271272	145742799	0.38974953605949025	0.18030901591339957	4	3	BC10-T2	BC10-N
9	422013	37033975	-0.6927240688982965	1.3011765025478943	1	1	BC10-T2	BC10-N
9	75047061	139566722	-0.06514776999338778	0.061019290569628494	2	1	BC10-T2	BC10-N
10	1510047	134199109	0.04334059682598418	0.1311219127695893	2	1	BC10-T2	BC10-N
11	532669	13127942	-0.1053551254682139	2.5600296916090044	2	NA	BC10-T2	BC10-N
11	15511587	102020070	0.23148845249622685	0.23826716953100174	2	1	BC10-T2	BC10-N
11	102033247	133495556	-0.6418492923401687	1.046165017089764	1	1	BC10-T2	BC10-N
12	394648	1042206	-0.6596936010818977	0.7844270743030687	1	1	BC10-T2	BC10-N
12	3001344	31957306	0.5949989320745002	0.1514921164344529	4	4	BC10-T2	BC10-N
12	40763973	62755631	-0.4361788388853795	1.1652294726181769	1	1	BC10-T2	BC10-N
12	63294859	133263825	-0.007734628071208449	2.8273760092183333	2	1	BC10-T2	BC10-N
13	21004738	41032432	0.2833051590845416	0.17032049815827133	3	NA	BC10-T2	BC10-N
13	42178332	111119052	-0.4770419737085627	1.2146488473879702	1	1	BC10-T2	BC10-N
14	20347580	105906073	0.06924581327993617	1.5770495438546164	2	1	BC10-T2	BC10-N
15	26216391	99861618	-0.15750040601233456	1.3556585099011982	2	NA	BC10-T2	BC10-N
16	115072	89882965	-0.11015879572508656	0.13632962343601993	2	1	BC10-T2	BC10-N
17	114669	80783038	-0.5457402593229391	1.4468029428421252	1	1	BC10-T2	BC10-N
18	724580	74387326	-0.3861862346626904	1.5186531302035813	1	1	BC10-T2	BC10-N
19	1207093	5286092	-0.7788692989767991	1.2339975858992633	1	1	BC10-T2	BC10-N
19	7117145	58288184	0.14748861448129114	0.2912677462342571	2	1	BC10-T2	BC10-N
20	1421941	59927968	-0.05560953114359404	0.563006078125204	2	NA	BC10-T2	BC10-N
21	20195202	45658303	-0.4638345734980209	1.1553735528052524	1	1	BC10-T2	BC10-N
22	19053422	49370800	-0.022416166830533296	2.9555626735735085	2	1	BC10-T2	BC10-N
23	3085464	53254006	-0.5066096611139161	1.6243963777432409	1	1	BC10-T2	BC10-N
23	63405072	149924738	-0.028736258114087893	0.03243308390813173	2	NA	BC10-T2	BC10-N
1	2488153	245977997	-0.01738741543333111	0.00924585433947689	2	1	BC12-P1	BC12-N
2	4717094	242800994	0.007093300058188395	0.001474761177850479	2	1	BC12-P1	BC12-N
3	1449872	194238356	-0.04634273491336219	5.281159009480279e-4	2	1	BC12-P1	BC12-N
4	1402650	190262485	-0.04899571312487519	0.0014037495545045143	2	1	BC12-P1	BC12-N
5	218461	180058766	-0.029094532007314836	0.004853356907409952	2	1	BC12-P1	BC12-N
6	393359	170798912	-0.04347472192155	0.004913428157100979	2	1	BC12-P1	BC12-N
7	1672540	158450965	0.10055041653161018	0.032351344408739414	2	1	BC12-P1	BC12-N
8	565219	145743174	0.2275117924787855	-0.009185785692006766	2	1	BC12-P1	BC12-N
9	422025	139566748	0.018624869446982675	-0.010750087415582112	2	1	BC12-P1	BC12-N
10	1510047	134199067	0.21226134173187466	0.001354238299156136	2	1	BC12-P1	BC12-N
11	532669	133495577	-0.041971249512508024	0.006113764649496025	2	1	BC12-P1	BC12-N
12	394650	133263825	3.0529123348575467e-4	-1.305651898029995e-4	2	1	BC12-P1	BC12-N
13	21004738	111119077	0.01613773823903751	-0.002585953756136066	2	1	BC12-P1	BC12-N
14	20347580	105906096	-0.10203438601381518	-0.00111379357492412	2	1	BC12-P1	BC12-N
15	26216409	99861618	-0.06454199958864551	0.0022261482188552168	2	1	BC12-P1	BC12-N
16	115041	89883024	0.004875274542726182	0.02382671957660086	2	1	BC12-P1	BC12-N
17	114669	80783009	-0.014841729034867211	0.007232436493036702	2	1	BC12-P1	BC12-N
18	724612	74387299	-0.13705813908885295	0.003741695755269611	2	1	BC12-P1	BC12-N
19	1207038	58288184	0.059951260224323434	-0.0036757864920105698	2	1	BC12-P1	BC12-N
20	345864	60426135	0.06491987106070443	3.278340932218883e-4	2	1	BC12-P1	BC12-N
21	17798960	45658303	0.1861348593122186	0.0018018761218222316	2	NA	BC12-P1	BC12-N
22	19053406	49370834	0.06891434738701327	-0.0117353483002762	2	NA	BC12-P1	BC12-N
23	3085464	149924738	-0.49671012288072647	0.023642719913090623	1	1	BC12-P1	BC12-N
1	2488153	245977997	0.09036103136682083	0.045734290590992745	3	2	BC12-T	BC12-N
2	4717094	242800994	0.11384314888641389	0.0685666311196815	3	2	BC12-T	BC12-N
3	1449872	194238356	0.13800754276520943	0.058332787660982224	3	2	BC12-T	BC12-N
4	1402650	190262485	-0.19466601327091596	0.14153241950256937	1	1	BC12-T	BC12-N
5	218461	180058766	0.19094317389568533	0.043730661381085105	3	2	BC12-T	BC12-N
6	393359	170798912	0.008685672780039226	-0.00653636141998208	2	1	BC12-T	BC12-N
7	1672540	158450965	-0.08881523627902153	0.13885438065783268	1	1	BC12-T	BC12-N
8	565219	145743174	0.24759474940098236	0.15497678749824884	4	3	BC12-T	BC12-N
9	422025	139566748	-0.10216254861048814	0.2366388437368345	1	1	BC12-T	BC12-N
10	1510047	134199067	0.04502936790033116	0.11026551844970252	2	1	BC12-T	BC12-N
11	532669	133495577	-0.13714680293640089	0.1342332801195527	1	1	BC12-T	BC12-N
12	394650	133263825	0.06012652270648784	0.009362389606072257	2	1	BC12-T	BC12-N
13	21004738	111119077	-0.09179483675237138	0.17316733436047996	1	1	BC12-T	BC12-N
14	20347580	105906096	0.0016925712909099389	0.0731078780418312	2	1	BC12-T	BC12-N
15	26216409	99861618	-0.010825169862383993	0.14193566489198284	2	2	BC12-T	BC12-N
16	115041	89883024	-0.023587354913584664	0.08542074512200559	2	2	BC12-T	BC12-N
17	114669	33446553	-0.038370744294188075	0.2828849796735294	2	NA	BC12-T	BC12-N
17	37618357	37884251	3.724542193868263	7.505079260725551	94	NA	BC12-T	BC12-N
17	38487591	80783009	-0.12001492237583966	0.10390030488568301	1	1	BC12-T	BC12-N
18	724612	74387299	0.36219760197748946	-0.009248999338858631	4	3	BC12-T	BC12-N
19	1207038	58288184	-0.12661751063271665	0.2970971257323472	1	1	BC12-T	BC12-N
20	345864	60426135	0.16716862651130115	0.01562505374974446	3	2	BC12-T	BC12-N
21	17798960	45658303	-0.0987948703664519	0.011136691081503497	1	1	BC12-T	BC12-N
22	19053406	49370834	0.106995735482914	-0.05096202095227996	3	NA	BC12-T	BC12-N
23	3085464	149924738	-0.3752894095480973	0.48910484959182693	0	0	BC12-T	BC12-N
1	2488123	245977996	-0.021550768079940198	0.005892678518396619	2	1	BC13-P1	BC13-N
2	4717089	242800994	0.05727923544872704	0.00884490303988098	2	1	BC13-P1	BC13-N
3	1449872	194238356	-0.056744814762035606	0.024827360217207217	2	1	BC13-P1	BC13-N
4	1402693	190262486	-0.10032756536041221	0.014407265772952437	2	1	BC13-P1	BC13-N
5	218487	180058761	-0.0805260141319758	0.011775712973889104	2	1	BC13-P1	BC13-N
6	393359	170798930	0.01642043011107633	0.006401105948222513	2	1	BC13-P1	BC13-N
7	1672540	158450935	0.07307800094844141	0.009789336699418944	2	1	BC13-P1	BC13-N
8	565219	145743174	0.26338135881936764	0.005543397062302631	2	1	BC13-P1	BC13-N
9	421980	139566746	0.04829333398098071	0.010066500552203633	2	1	BC13-P1	BC13-N
10	1510070	134199067	0.1796459001205361	0.002784040248740341	2	1	BC13-P1	BC13-N
11	533282	133495556	-0.014848809201433222	0.0012568435613341921	2	1	BC13-P1	BC13-N
12	394782	12022875	-0.21898296661860173	-0.009609121643015642	2	NA	BC13-P1	BC13-N
12	12023221	12037279	1.529522063962199	0.0237950811926349	6	NA	BC13-P1	BC13-N
12	12037466	133263886	-0.06793460485683941	5.14962604287872e-4	2	1	BC13-P1	BC13-N
13	21004738	111119077	-0.00914230682410791	0.008332177497715625	2	1	BC13-P1	BC13-N
14	20347539	105906073	-0.1507466657475064	0.0025575395995768918	2	1	BC13-P1	BC13-N
15	26216370	99861618	0.01688972400961293	-2.2724915760112164e-4	2	1	BC13-P1	BC13-N
16	115043	89883024	-0.05097062207832409	-0.003994156458835028	2	1	BC13-P1	BC13-N
17	114669	80783009	-0.02316207565678391	0.014356446661689694	2	1	BC13-P1	BC13-N
18	724550	74387299	-0.11094493052075438	-0.004243560431510758	2	1	BC13-P1	BC13-N
19	1207176	58288169	0.07933088388283638	0.008515495331350844	2	1	BC13-P1	BC13-N
20	345864	60426135	0.01879786337983951	0.0016215612280008158	2	1	BC13-P1	BC13-N
21	17798960	45658303	0.16418798436919957	-0.0028196314944225103	2	NA	BC13-P1	BC13-N
22	19053422	49370834	0.1533371562892103	-0.024045954886044073	2	NA	BC13-P1	BC13-N
23	3085464	149924738	-0.5012725362897079	-0.02197998354381882	1	1	BC13-P1	BC13-N
1	2488123	36826927	-0.49915089899850057	0.8662608672947613	2	2	BC13-T	BC13-N
1	40361320	245977996	0.16825470527160616	0.00161218201414658	4	2	BC13-T	BC13-N
2	4717089	242800994	0.03940111305234202	0.7804830993665617	4	3	BC13-T	BC13-N
3	1449872	76716794	-0.31462489986788444	0.7815132377653807	3	2	BC13-T	BC13-N
3	87348066	194238356	0.43266308953326543	0.2285926861347067	6	4	BC13-T	BC13-N
4	1402693	48356315	-0.22978236857044337	0.8063149848519531	3	NA	BC13-T	BC13-N
4	54243998	78271576	0.36860361711920364	1.4114445967390608	6	NA	BC13-T	BC13-N
4	84383629	190262486	-0.07612154261532644	0.571704403008338	3	2	BC13-T	BC13-N
5	218487	1295340	-0.3662044076946849	0.1717506589281238	2	NA	BC13-T	BC13-N
5	2979710	101265865	0.0662815706466928	0.3771366024320661	4	3	BC13-T	BC13-N
5	111983041	180058761	-0.3982454329072728	0.7330625720984988	2	2	BC13-T	BC13-N
6	393359	170798930	0.3020826131731753	0.09618559856078605	5	3	BC13-T	BC13-N
7	1672540	6441537	-0.29871168774512624	0.06482926753022211	3	NA	BC13-T	BC13-N
7	6442029	116422068	0.4415477105788991	0.24153493792211306	6	4	BC13-T	BC13-N
7	116423456	158450935	0.028785538081927547	-0.0067067607984004724	4	2	BC13-T	BC13-N
8	565219	145743174	0.5355428417901971	0.196850232301013	7	5	BC13-T	BC13-N
9	421980	139566746	0.24685484109395944	0.4101236938212662	5	4	BC13-T	BC13-N
10	1510070	134199067	-0.22617345650500253	0.3297659592751709	3	2	BC13-T	BC13-N
11	533282	133495556	-0.07289101157156411	0.3302242489536498	3	2	BC13-T	BC13-N
12	394782	12027136	-0.47110887681661107	0.8998995406580215	2	NA	BC13-T	BC13-N
12	12027632	117838943	-0.05373472461091233	0.12504621454473935	3	2	BC13-T	BC13-N
12	121416650	133263886	-0.6958220278534164	0.710830866598268	1	1	BC13-T	BC13-N
13	21004738	111119077	-0.008420025194684825	1.2413736088215288	4	4	BC13-T	BC13-N
14	20347539	105906073	-0.04990392385120472	0.49447431035201356	3	2	BC13-T	BC13-N
15	26216370	99861618	0.2871525879588492	0.6955429135490664	5	4	BC13-T	BC13-N
16	115043	89883024	-0.23353335637201456	0.032351641731335534	3	2	BC13-T	BC13-N
17	114669	45356561	-0.5267568637634765	1.0128048840172943	2	NA	BC13-T	BC13-N
17	47679312	80783009	0.14495089003920814	1.9837868285622993	5	NA	BC13-T	BC13-N
18	724550	74387299	0.19816983023316487	0.4938995110804137	5	4	BC13-T	BC13-N
19	1207176	58288169	-0.38141888104660737	0.07274320337240497	2	2	BC13-T	BC13-N
20	345864	60426135	0.18282732769795018	-0.0038087424120387407	5	4	BC13-T	BC13-N
21	17798960	45658303	0.24187590253100535	0.017786055080790255	5	NA	BC13-T	BC13-N
22	19053422	49370834	-0.19380357293251976	0.12802670162203633	3	NA	BC13-T	BC13-N
23	3085464	149924738	-0.28193922658198844	0.5715216167127986	3	2	BC13-T	BC13-N
1	2488123	245977985	0.023716035343357825	0.010460870979949464	2	1	BC14-P1	BC14-N
2	4717089	242800992	-0.012231137773146168	0.00641754216933081	2	1	BC14-P1	BC14-N
3	1449872	194238389	-0.03093302921475754	-7.579296777442428e-4	2	1	BC14-P1	BC14-N
4	1402650	190262486	0.016467724887840943	0.002564983788509974	2	1	BC14-P1	BC14-N
5	218487	180057784	0.012347662711222951	0.0018518296747678333	2	1	BC14-P1	BC14-N
6	393359	170798930	-0.054182199878234145	0.005986448230154088	2	1	BC14-P1	BC14-N
7	1672540	158450991	0.00756808127492925	1.9760396014030615e-4	2	1	BC14-P1	BC14-N
8	565232	145743174	0.18993071586746468	0.005629900278915064	2	1	BC14-P1	BC14-N
9	421980	139566774	0.01621485210767069	0.0016722617107162332	2	1	BC14-P1	BC14-N
10	1510047	134199095	0.005195329332689638	-0.008295208745956524	2	1	BC14-P1	BC14-N
11	533282	133495556	0.023066142059919525	0.005847035760568565	2	1	BC14-P1	BC14-N
12	394797	133263825	-0.07697583468340527	0.014713036886189433	2	1	BC14-P1	BC14-N
13	21004738	111119077	-0.0047279186512268825	-8.717685369056442e-4	2	1	BC14-P1	BC14-N
14	20347539	105906073	0.06411781852230307	8.963850600950604e-4	2	1	BC14-P1	BC14-N
15	26216370	99861659	0.018625228882695716	0.004293881198654554	2	1	BC14-P1	BC14-N
16	115041	89882965	0.049806566002245235	0.012746966296094711	2	1	BC14-P1	BC14-N
17	114639	80783009	0.012333517420233028	0.006764299639809225	2	1	BC14-P1	BC14-N
18	732940	74387307	0.06292925207084397	-0.006812010991365256	2	1	BC14-P1	BC14-N
19	1207021	58288184	0.004617397757575047	-0.0020767719012465212	2	NA	BC14-P1	BC14-N
20	345864	60426113	0.04817291197539713	-0.0015416753215002654	2	1	BC14-P1	BC14-N
21	17798960	45658322	0.03281025457846745	0.006542200482063218	2	NA	BC14-P1	BC14-N
22	19053406	49370834	0.01777189148240886	0.004656557857910392	2	NA	BC14-P1	BC14-N
23	3085464	149924738	0.024909012439610696	-0.0043329002123938705	2	NA	BC14-P1	BC14-N
1	2488123	245977985	0.046865651792345836	-0.02001422033958456	2	1	BC14-T2	BC14-N
2	4717089	242800992	0.017492474929013166	-0.009043381913252522	2	1	BC14-T2	BC14-N
3	1449872	194238389	-0.07963229437329233	0.05328452773465619	1	1	BC14-T2	BC14-N
4	1402650	190262486	-0.12769805566459846	0.007653396334543867	1	1	BC14-T2	BC14-N
5	218487	180057784	-0.069135609689227	0.12828005250052266	1	1	BC14-T2	BC14-N
6	393359	170798930	-0.03534552068034195	0.041164607279873124	2	1	BC14-T2	BC14-N
7	1672540	158450991	-0.10134857544716881	0.005589456660123126	1	1	BC14-T2	BC14-N
8	565232	145743174	0.15791456573804621	0.0705236265717073	3	2	BC14-T2	BC14-N
9	421980	139566774	-0.06082590246802144	0.004979926956894685	1	1	BC14-T2	BC14-N
10	1510047	134199095	-0.10282529832946322	0.020060770393948962	1	1	BC14-T2	BC14-N
11	533282	133495556	-0.08697797864826318	0.056612438364969785	1	1	BC14-T2	BC14-N
12	394797	133263825	-0.025381032948047656	0.002537753695436884	2	1	BC14-T2	BC14-N
13	21004738	111119077	-0.07792755526742794	-0.027054560672704595	1	1	BC14-T2	BC14-N
14	20347539	105906073	-0.09515558077074289	-0.028785441836334955	1	1	BC14-T2	BC14-N
15	26216370	99861659	0.05122649556218832	0.02001407861008302	2	2	BC14-T2	BC14-N
16	115041	89882965	-0.023486016454430117	0.08585791710964773	2	2	BC14-T2	BC14-N
17	114639	80783009	0.15185141935357838	0.22465591826197798	3	2	BC14-T2	BC14-N
18	732940	74387307	-0.05001626810337214	-0.017757215078570476	2	2	BC14-T2	BC14-N
19	1207021	58288184	0.06512174542647188	0.02223592843828434	2	NA	BC14-T2	BC14-N
20	345864	60426113	0.024886428983225482	0.132513527499159	2	2	BC14-T2	BC14-N
21	17798960	45658322	-0.10231318818559593	-0.016747268562789238	1	1	BC14-T2	BC14-N
22	19053406	49370834	0.08086718058314127	-0.060017774054729266	2	NA	BC14-T2	BC14-N
23	3085464	149924738	0.04037569391233317	-0.019994833365584275	2	NA	BC14-T2	BC14-N
1	2488123	40365083	0.4810751864957961	0.0012151187928997043	3	NA	BC15-P1	BC15-N
1	40366648	245977996	-0.014259613693653805	-4.6695097683570996e-6	2	1	BC15-P1	BC15-N
2	4717089	242800932	-0.05193261935542917	0.0012617942883542002	2	1	BC15-P1	BC15-N
3	1449872	194238390	-0.06374177233581337	0.004958259236807273	2	1	BC15-P1	BC15-N
4	1402650	190262486	-0.07152919209321348	0.0033120629816756056	2	1	BC15-P1	BC15-N
5	218502	180058708	-0.03175867675753524	-0.0024589406258652457	2	1	BC15-P1	BC15-N
6	393359	170798891	-0.13116389538244438	0.0032861332488569677	2	1	BC15-P1	BC15-N
7	1672540	158450935	-0.07867542045362316	0.011972077930341884	2	1	BC15-P1	BC15-N
8	565232	145742850	0.04780883049524108	-0.007143641151441799	2	1	BC15-P1	BC15-N
9	421980	139566763	0.12670824533528005	-0.011408957745115418	2	1	BC15-P1	BC15-N
10	1510047	134199067	-0.056905378142476856	0.016151514727655962	2	1	BC15-P1	BC15-N
11	532669	133495577	0.09824627093707866	-0.007941704716259303	2	1	BC15-P1	BC15-N
12	394782	133263825	-0.10848697936254245	0.0019338077339506648	2	1	BC15-P1	BC15-N
13	21004738	111119052	-0.10714885745839206	-0.004906274820197437	2	1	BC15-P1	BC15-N
14	20347564	105906024	0.09171474584233144	0.008984821537852633	2	1	BC15-P1	BC15-N
15	26216370	99861641	0.08646575239598742	7.186910817417277e-4	2	1	BC15-P1	BC15-N
16	115041	89883007	0.3120585382956318	-0.008299886849187083	3	1	BC15-P1	BC15-N
17	114669	80783024	0.1466474492014322	0.008681918538856803	2	1	BC15-P1	BC15-N
18	724612	74387299	-0.003030457108765816	0.0039738186684232955	2	1	BC15-P1	BC15-N
19	1207038	58288169	0.33582482134611585	0.010257772207622558	3	2	BC15-P1	BC15-N
20	1421900	60426113	0.13236712712777032	-0.002218861466651351	2	1	BC15-P1	BC15-N
21	17798960	45658392	0.04751877386802493	0.024914826156632354	2	1	BC15-P1	BC15-N
22	19053406	49370834	0.20502283904752902	-0.012222169733398723	2	1	BC15-P1	BC15-N
23	3085464	149924738	0.05287192585206116	0.00971425279416769	2	1	BC15-P1	BC15-N
1	2488123	40361317	0.3290286213236101	0.06514412623285562	4	NA	BC15-T2	BC15-N
1	40363227	245977996	-0.1011649241172019	0.022259901402376547	2	1	BC15-T2	BC15-N
2	4717089	242800932	-0.09858603841559416	-4.086899351741996e-4	2	1	BC15-T2	BC15-N
3	1449872	194238390	-0.16591513876683608	0.027345294706634292	2	1	BC15-T2	BC15-N
4	1402650	190262486	-0.15876855526984113	-0.009125485700752424	2	1	BC15-T2	BC15-N
5	218502	180058708	-0.07743501850930216	-0.004453205158571948	2	1	BC15-T2	BC15-N
6	393359	170798891	-0.21287955074037873	0.03510740319444122	2	1	BC15-T2	BC15-N
7	1672540	158450935	-0.0863764817918656	0.0034861270571484864	2	1	BC15-T2	BC15-N
8	565232	145742850	-0.1004587023418002	-0.0090743645803703	2	1	BC15-T2	BC15-N
9	421980	122204804	-0.16731749732592682	0.011047213947060085	2	2	BC15-T2	BC15-N
9	125767568	139566763	0.40188822578423133	-0.0025394833583719622	4	NA	BC15-T2	BC15-N
10	1510047	134199067	0.008249160962556581	0.03590936146609445	2	1	BC15-T2	BC15-N
11	532669	64129200	-0.09697767883964367	-0.008035349339784826	2	NA	BC15-T2	BC15-N
11	64129455	69633685	0.8243507380748314	0.27089922908781094	7	NA	BC15-T2	BC15-N
11	74401763	133495577	-0.043885886640818696	0.04230039627957694	2	NA	BC15-T2	BC15-N
12	394782	133263825	-0.04929764797211822	-0.001358571636319458	2	1	BC15-T2	BC15-N
13	21004738	111119052	-0.11719152454828226	0.0024405384882135446	2	2	BC15-T2	BC15-N
14	20347564	105906024	-0.023101342362442767	0.026390243263177036	2	1	BC15-T2	BC15-N
15	26216370	99861641	-0.0335891775161065	0.015819568393579567	2	2	BC15-T2	BC15-N
16	115041	89883007	0.20375329847947848	0.02827795759961785	3	2	BC15-T2	BC15-N
17	114669	80783024	0.09492712196755443	0.09339782669235208	3	2	BC15-T2	BC15-N
18	724612	74387299	-0.06594023667972407	4.796937382496049e-4	2	2	BC15-T2	BC15-N
19	1207038	58288169	0.3504981693629253	-7.680857264013474e-4	4	2	BC15-T2	BC15-N
20	1421900	60426113	0.08393249244480448	0.017456405372662697	3	2	BC15-T2	BC15-N
21	17798960	45658392	-0.01571598012371855	-0.0034404922060674377	2	2	BC15-T2	BC15-N
22	19053406	49370834	0.30874126592484946	-0.008246746816778179	4	3	BC15-T2	BC15-N
23	3085464	149924738	0.0667392002564993	0.016469072885531993	3	2	BC15-T2	BC15-N
1	2488123	245977996	0.05581737744018252	2.6749626140781553	2	1	BC16-P1	BC16-N
2	4717095	242800952	0.10974778302013805	0.42671185805998835	2	1	BC16-P1	BC16-N
3	1449841	194238390	0.010956106528382553	3.148346898750819	2	1	BC16-P1	BC16-N
4	1402650	190262486	-0.02569707204421018	1.765273801377218	2	1	BC16-P1	BC16-N
5	218503	180058720	0.04968071030733137	0.9992067706761784	2	1	BC16-P1	BC16-N
6	393362	170798930	-0.022194801690592875	2.8791229204147992	2	1	BC16-P1	BC16-N
7	1672540	158450965	0.05992892876143471	1.6079261969700867	2	1	BC16-P1	BC16-N
8	565219	145743174	0.47325873691564935	3.620801302485554	4	4	BC16-P1	BC16-N
9	421995	139566699	0.07754423189979598	1.3951889299474016	2	1	BC16-P1	BC16-N
10	1510047	134199067	0.2205919495317051	0.3771354034591642	2	1	BC16-P1	BC16-N
11	532698	133495556	0.0031166805165312207	0.5954591577086017	2	1	BC16-P1	BC16-N
12	394650	133263825	0.02637873771804622	4.45568475932686	2	1	BC16-P1	BC16-N
13	21004738	111119052	0.028604910014234305	2.574792306712866	2	1	BC16-P1	BC16-N
14	20347564	105906096	0.16424987613300743	2.4144518893997087	2	1	BC16-P1	BC16-N
15	26216409	99861618	0.07930630285553139	0.39693826965652507	2	1	BC16-P1	BC16-N
16	115043	89883007	-0.06522359433804757	4.2979907844641065	2	1	BC16-P1	BC16-N
17	114669	80783009	0.01958164723218278	1.38093138368293	2	1	BC16-P1	BC16-N
18	724612	74387299	0.03488467351258699	0.3365674966381383	2	1	BC16-P1	BC16-N
19	1207176	58288169	3.0146385976884127e-4	2.860432027999724	2	1	BC16-P1	BC16-N
20	345864	60426113	0.10628995769178562	3.4457156264684556	2	NA	BC16-P1	BC16-N
21	17798960	45658340	0.04957691492229077	1.4863033759666402	2	1	BC16-P1	BC16-N
22	19053422	49370864	0.10997294523032716	10.524249557940998	2	NA	BC16-P1	BC16-N
23	3085464	149924738	-0.6227909459349341	0.4613294631892697	1	1	BC16-P1	BC16-N
1	2488123	245977996	0.027705451457659902	1.3742563472111322	2	1	BC16-T	BC16-N
2	4717095	242800952	-0.0589605305447487	1.6188483582574598	2	1	BC16-T	BC16-N
3	1449841	41443267	0.37478318574019925	6.871069873282291	3	3	BC16-T	BC16-N
3	43177020	138375042	-0.29717461646750015	3.0989329068733737	2	1	BC16-T	BC16-N
3	138376675	194238390	0.42245085282288475	8.96817333969553	3	NA	BC16-T	BC16-N
4	1402650	190262486	-0.45318911101157155	2.518127307821369	1	1	BC16-T	BC16-N
